Ticker,Empresa,setor_original,Setor,PL,PVP,ROE,DivYield,MarketCap,Preco,Categoria,Score,LucroPorAcao,PrecoJusto,Desconto_%,Ranking,Risco,Farol,Preco_antigo,Variacao_%
BBSE3,BBSEGURIDADEON      NM,Financial Services,Serviços Financeiros,7.580645,6.590017,0.89815,0.1487,68427825542.25,35.25,Blue Chips,75,4.6500000989361725,69.75000148404258,49.46,48.0,Baixo,🟢,34.849998474121094,1.1477806123174994
TGMA3,TEGMA       ON      NM,Industrials,Indústria,7.5837326,2.396432,0.27091998,0.1409,2090227422.7065277,31.700000762939453,Small Caps,60,4.1799998015409265,62.699997023113895,49.44,42.0,Baixo,🟢,36.84999847412109,-13.975571029666012
SMTO3,SAO MARTINHOON      NM,Basic Materials,Materiais Básicos,7.5862074,0.9409249,0.11124,0.0533,5680810044.728239,17.600000381469727,Small Caps,65,2.319999896321016,34.799998444815245,49.43,30.0,Baixo,🟢,18.459999084472656,-4.658714765193593
ISAE4,ISA ENERGIA PN      N1,Utilities,Utilidades Públicas,7.5902963,0.8772039,0.12099,0.0953,18554153740.102386,28.15999984741211,Mid Caps,80,3.7100000756771654,55.65000113515748,49.4,42.0,Baixo,🟢,28.770000457763672,-2.1202662518100586
EVEN3,EVEN        ON      NM,Real Estate,Imobiliário,7.6382976,0.71131366,0.104119994,0.10949999999999999,1405965818.1657891,7.179999828338623,Small Caps,65,0.9400000110415472,14.100000165623207,49.08,36.0,Baixo,🟢,7.710000038146973,-6.874192051699786
WIZC3,WIZ CO      ON      NM,Financial Services,Serviços Financeiros,7.705882,2.1012833,0.27255,0.06309999999999999,1466349797.3099575,9.170000076293945,Small Caps,60,1.1900000644045607,17.85000096606841,48.63,42.0,Baixo,🟢,9.6899995803833,-5.366352183771572
BPAC5,BTGP BANCO  PNA     N2,Financial Services,Serviços Financeiros,7.7571425,0.74695647,0.23868,0.0433,125841925694.45448,10.859999656677246,Blue Chips,85,1.4000000201978045,21.000000302967067,48.29,54.0,Baixo,🟢,11.380000114440918,-4.569424011725669
ENGI4,ENERGISA    PN      N2,Utilities,Utilidades Públicas,7.7862597,0.9463722,0.14495,0.06570000000000001,30484995368.34593,10.199999809265137,Mid Caps,80,1.3099999489183667,19.6499992337755,48.09,42.0,Baixo,🟢,10.399999618530272,-1.9230751596258127
NEOE3,NEOENERGIA  ON      NM,Utilities,Utilidades Públicas,7.990339,1.1015285,0.14588,0.044199999999999996,40152415186.36914,33.08000183105469,Mid Caps,65,4.139999796135644,62.099996942034664,46.73,30.0,Baixo,🟢,32.939998626708984,0.42502492465856784
BGIP3,BANESE      ON,Financial Services,Serviços Financeiros,8.020618,1.4271957,0.15865,0.0817,1351130318.0800002,62.24,Small Caps,85,7.7600005386118625,116.40000807917794,46.53,42.0,Baixo,🟢,62.2400016784668,-2.696765343221673e-06
VIVA3,VIVARA S.A. ON      NM,Consumer Cyclical,Consumo Cíclico,8.133333,2.0514052,0.28418,0.054299999999999994,6020189300.016449,25.610000610351562,Small Caps,60,3.1487706958944828,47.23156043841724,45.78,36.0,Baixo,🟢,29.670000076293945,-13.683853911366468
LEVE3,METAL LEVE  ON      NM,Consumer Cyclical,Consumo Cíclico,8.157773,5.4343123,0.58611,0.0356,4765551219.31839,35.15999984741211,Small Caps,45,4.309999781485965,64.64999672228947,45.61,36.0,Baixo,🟢,35.689998626708984,-1.485006443514528
SBFG3,GRUPO SBF   ON      NM,Consumer Cyclical,Consumo Cíclico,8.314286,0.82162774,0.10802,0.048499999999999995,2673980024.1892576,11.640000343322754,Small Caps,50,1.3999999931831495,20.99999989774724,44.57,30.0,Baixo,🟢,12.3100004196167,-5.4427299224641885
BRAP4,BRADESPAR   PN      N1,Financial Services,Serviços Financeiros,8.381481,0.97501075,0.12597,0.1578,8895775954.400196,22.6299991607666,Small Caps,65,2.7000000549743652,40.500000824615476,44.12,36.0,Baixo,🟢,23.06999969482422,-1.9072411784917875
EKTR4,ELEKTRO     PN  EJ,Utilities,Utilidades Públicas,8.404256,3.7497625,0.47262,0.10679999999999999,7653490967.5,39.5,Small Caps,60,4.699999619240537,70.49999428860805,43.97,42.0,Baixo,🟢,39.5,0.0
CLSC4,CELESC      PN      N2,Utilities,Utilidades Públicas,8.411078,1.4080864,0.19126,0.055999999999999994,5563952001.75,144.25,Small Caps,85,17.150001462357142,257.25002193535715,43.93,36.0,Baixo,🟢,147.75,-2.3688663282571913
TAEE3,TAESA       ON      N2,Utilities,Utilidades Públicas,8.461078,0.6366872,0.23587999,0.07769999999999999,14649729792.780285,14.130000114440918,Mid Caps,100,1.6699999827966268,25.049999741949403,43.59,60.0,Baixo,🟢,14.270000457763672,-0.9810815615397261
EQPA3,EQTL PARA   ON,Utilities,Utilidades Públicas,8.546666,2.7905965,0.3318,0.10279999999999999,14164139283.56,6.41,Mid Caps,75,0.7500000585023446,11.25000087753517,43.02,48.0,Baixo,🟢,6.389999866485596,0.31299114135043343
TAEE4,TAESA       PN      N2,Utilities,Utilidades Públicas,8.622754,0.6488532,0.23587999,0.076,14882352388.152288,14.399999618530273,Mid Caps,100,1.6700000508573332,25.050000762859998,42.51,60.0,Baixo,🟢,14.5600004196167,-1.0989065691980104
TTEN3,3TENTOS     ON      NM,Basic Materials,Materiais Básicos,8.645349,1.6344252,0.18494,0.0252,7427274189.728999,14.869999885559082,Small Caps,45,1.7199999543753621,25.799999315630433,42.36,24.0,Baixo,🟢,15.84000015258789,-6.123739000534877
TEND3,TENDA       ON      NM,Real Estate,Imobiliário,8.650146,3.0437012,0.44834998,0.0425,3595466863.565445,29.670000076293945,Small Caps,45,3.4299999186480723,51.449998779721085,42.33,36.0,Baixo,🟢,30.670000076293945,-3.2605151532847225
KEPL3,KEPLER WEBERON      NM,Industrials,Indústria,8.666667,1.7461383,0.20629999,0.0701,1351988463.0604267,7.800000190734863,Small Caps,60,0.8999999873924847,13.49999981088727,42.22,42.0,Baixo,🟢,8.369999885559082,-6.8100322893390945
BEES3,BANESTES    ON,Financial Services,Serviços Financeiros,8.704082,1.2232897,0.14352,0.04019999999999999,2964210272.586382,8.529999732971191,Small Caps,50,0.9799999279615234,14.69999891942285,41.97,24.0,Baixo,🟢,8.630000114440918,-1.1587529564732217
ISAE3,ISA ENERGIA ON  ED  N1,Utilities,Utilidades Públicas,8.77957,1.017382,0.12099,0.0803,21519128608.102386,32.65999984741211,Mid Caps,80,3.7199999370598005,55.799999055897004,41.47,36.0,Baixo,🟢,32.0099983215332,2.03062030603622
AZZA3,AZZAS 2154  ON      NM,Consumer Cyclical,Consumo Cíclico,8.821539,0.72496015,0.11609,0.09,5790561596.2393055,28.670000076293945,Small Caps,65,3.249999810270515,48.74999715405772,41.19,36.0,Baixo,🟢,27.520000457763672,4.178777614103734
ALUP4,ALUPAR      PN      N2,Utilities,Utilidades Públicas,8.879032,0.4032524,0.14232999,0.0233,10887575643.346807,11.010000228881836,Mid Caps,65,1.2400000618177562,18.600000927266343,40.81,30.0,Baixo,🟢,10.989999771118164,0.18198779053875225
CSED3,CRUZEIRO EDUON      NM,Consumer Defensive,Consumo Defensivo,8.942029,1.3581333,0.16102,0.0458,2249227579.8223896,6.170000076293945,Small Caps,70,0.6900000074137476,10.350000111206214,40.39,36.0,Baixo,🟢,6.559999942779541,-5.945119967796046
BEES4,BANESTES    PN,Financial Services,Serviços Financeiros,8.94898,1.2577083,0.14352,0.0394,3060705033.70821,8.770000457763672,Small Caps,50,0.9800000064547771,14.700000096821658,40.34,24.0,Baixo,🟢,8.800000190734863,-0.34090604910187183
VAMO3,VAMOS       ON  ES  NM,Industrials,Indústria,9.230769,1.458671,0.10601,0.0397,3853592523.514658,3.5999999046325684,Small Caps,50,0.3899999994185282,5.849999991277923,38.46,24.0,Baixo,🟢,4.079999923706055,-11.76470656983444
WHRL3,WHIRLPOOL   ON,Consumer Cyclical,Consumo Cíclico,9.255319,3.0504909,0.30252,0.1101,6605255812.2,4.35,Small Caps,60,0.47000000756321847,7.050000113448277,38.3,42.0,Baixo,🟢,4.349999904632568,2.1923547902562318e-06
DIRR3,DIRECIONAL  ON      NM,Real Estate,Imobiliário,9.28,3.7692933,0.43120998,0.1954,7219770513.810745,13.920000076293945,Small Caps,60,1.5000000082213305,22.500000123319957,38.13,42.0,Baixo,🟢,13.510000228881836,3.0347878642933472
SANB3,SANTANDER BRON,Financial Services,Serviços Financeiros,9.306748,0.4527277,0.10524,0.0564,115445297435.48495,15.170000076293945,Blue Chips,80,1.6300000898588791,24.450001347883187,37.96,36.0,Baixo,🟢,15.960000038146973,-4.949874435869675
ENGI3,ENERGISA    ON      N2,Utilities,Utilidades Públicas,9.396947,1.1421415,0.14495,0.053200000000000004,30954662464.59595,12.3100004196167,Mid Caps,80,1.3099999839965788,19.64999975994868,37.35,30.0,Baixo,🟢,12.779999732971191,-3.6776159872831484
PLPL3,PLANOEPLANO ON      NM,Real Estate,Imobiliário,9.467949,3.0285013,0.38394,0.1103,2996977543.484726,14.770000457763672,Small Caps,60,1.56000000187619,23.40000002814285,36.88,42.0,Baixo,🟢,14.449999809265137,2.214537389082561
PSSA3,PORTO SEGUROON      NM,Financial Services,Serviços Financeiros,9.516315,2.016923,0.22815001,0.0495,31738346145.938873,49.58000183105469,Mid Caps,60,5.21000007156706,78.15000107350589,36.56,42.0,Baixo,🟢,50.470001220703125,-1.763422564141635
SANB4,SANTANDER BRPN,Financial Services,Serviços Financeiros,9.552147,0.46466514,0.10524,0.060599999999999994,118489336638.06018,15.569999694824219,Blue Chips,80,1.6300000088801208,24.45000013320181,36.32,42.0,Baixo,🟢,16.420000076293945,-5.176616184654579
UNIP3,UNIPAR      ON,Basic Materials,Materiais Básicos,9.590014,2.8643079,0.29680002,0.1461,7075728210.5412445,63.38999938964844,Small Caps,60,6.610000714248012,99.15001071372018,36.07,42.0,Baixo,🟢,65.77999877929688,-3.6333223380974715
WHRL4,WHIRLPOOL   PN,Consumer Cyclical,Consumo Cíclico,9.617022,3.1697054,0.30252,0.1124,6792592718.456632,4.519999980926514,Small Caps,60,0.4699999626627155,7.049999439940732,35.89,42.0,Baixo,🟢,4.599999904632568,-1.7391288122742863
INTB3,INTELBRAS   ON      NM,Technology,Tecnologia,9.8581085,1.5962801,0.16176,0.10039999999999999,4774867307.337418,14.59000015258789,Small Caps,60,1.4799999566435986,22.19999934965398,34.28,36.0,Baixo,🟢,13.970000267028809,4.438080699413945
UNIP6,UNIPAR      PNB,Basic Materials,Materiais Básicos,10.113464,3.0206497,0.29680002,0.1537,7461940757.728111,66.8499984741211,Small Caps,35,6.6100001418031535,99.1500021270473,32.58,42.0,Baixo,🟢,68.5199966430664,-2.4372420472298737
CPFE3,CPFL ENERGIAON      NM,Utilities,Utilidades Públicas,10.239495,2.4971821,0.25354,0.057999999999999996,56160883339.62082,48.7400016784668,Blue Chips,50,4.760000535032909,71.40000802549363,31.74,42.0,Baixo,🟢,49.869998931884766,-2.2658858584725103
ALUP3,ALUPAR      ON      N2,Utilities,Utilidades Públicas,10.241935,0.46515036,0.14232999,0.0203,12558783444.085995,12.699999809265137,Mid Caps,40,1.2400000399597475,18.600000599396214,31.72,30.0,Baixo,🟢,12.960000038146973,-2.0061745996646687
REDE3,REDE ENERGIAON,Utilities,Utilidades Públicas,10.369231,3.4178498,0.30802,0.0932,17309695983.0447,6.739999771118164,Mid Caps,50,0.6499999634609515,9.749999451914272,30.87,48.0,Baixo,🟢,6.289999961853027,7.1542100476033585
EKTR3,ELEKTRO     ON  EJ,Utilities,Utilidades Públicas,10.374468,4.6288204,0.47262,0.0787,9447701761.4,48.76,Small Caps,35,4.700000038556194,70.5000005783429,30.84,42.0,Baixo,🟢,48.7599983215332,3.4423028151423094e-06
UNIP5,UNIPAR      PNA,Basic Materials,Materiais Básicos,10.435704,3.116895,0.29680002,0.1475,7699696113.940001,68.98,Small Caps,35,6.609999670362441,99.14999505543662,30.43,42.0,Baixo,🟢,67.51000213623047,2.177451958604863
MOTV3,MOTIVA SA   ON      NM,Industrials,Indústria,10.5103445,1.9404125,0.20778,0.0219,30639831554.43589,15.239999771118164,Mid Caps,35,1.4500000234167552,21.750000351251327,29.93,32.0,Baixo,🟢,16.200000762939453,-5.92593176919764
BMEB3,MERCANTIL   ON  ED  N1,Financial Services,Serviços Financeiros,10.814418,3.2118618,0.30315,0.023799999999999998,9108659761.163635,70.51000213623047,Small Caps,20,6.519999701900784,97.79999552851176,27.9,26.0,Médio,🟡,73.63999938964844,-4.250403692776174
LREN3,LOJAS RENNERON      NM,Consumer Cyclical,Consumo Cíclico,10.847221,1.4672177,0.13732,0.0605,15341952266.316216,15.619999885559082,Mid Caps,55,1.4400001517032872,21.600002275549308,27.69,32.0,Baixo,🟢,15.470000267028809,0.9696161340731676
CMIN3,CSNMINERACAOON      N2,Basic Materials,Materiais Básicos,10.866667,2.6304464,0.25948998,0.1047,26562697065.56381,4.889999866485596,Mid Caps,50,0.4499999739097182,6.749999608645773,27.56,44.0,Baixo,🟢,5.269999980926514,-7.210628383609794
FIQE3,UNIFIQUE    ON      NM,Communication Services,Comunicação,10.98,1.6819853,0.16124001,0.15839999999999999,2136853642.9631138,5.489999771118164,Small Caps,35,0.4999999791546597,7.499999687319896,26.8,32.0,Baixo,🟢,5.510000228881836,-0.36298469932605865
UGPA3,ULTRAPAR    ON      NM,Energy,Energia,11.238298,1.8016235,0.16381,0.067,28225989361.679947,26.40999984741211,Mid Caps,50,2.349999959728075,35.24999939592113,25.08,38.0,Baixo,🟢,27.229999542236328,-3.011383432277775
MILS3,MILLS       ON      NM,Industrials,Indústria,11.344,1.9146638,0.18961,0.0538,3214720615.225815,14.180000305175781,Small Caps,35,1.2500000269019553,18.75000040352933,24.37,26.0,Baixo,🟢,15.119999885559082,-6.2169284887434575
CEBR5,CEB         PNA,Utilities,Utilidades Públicas,11.772357,2.0982466,0.18868,0.15380000000000002,2230916240.3528976,28.959999084472656,Small Caps,35,2.4600000734324197,36.900001101486296,21.52,32.0,Baixo,🟢,30.06999969482422,-3.6913888314492422
ENMT3,ENERGISA MT ON,Utilities,Utilidades Públicas,11.850711,2.761305,0.25207,0.1058,10949286001.903225,50.0099983215332,Mid Caps,50,4.219999822924819,63.29999734387228,21.0,44.0,Baixo,🟢,50.0,0.01999664306640625
CURY3,CURY S/A    ON      NM,Real Estate,Imobiliário,12.416107,7.796039,0.6767,0.1336,11436671584.0,37.0,Mid Caps,50,2.980000091816219,44.70000137724328,17.23,44.0,Baixo,🟢,36.77999877929688,0.598154507897794
ODPV3,ODONTOPREV  ON      NM,Healthcare,Saúde,12.439252,5.623152,0.447,0.0759,7271543184.414619,13.34000015258789,Small Caps,35,1.0724117617834168,16.08617642675125,17.07,38.0,Baixo,🟢,13.960000038146973,-4.441259913072177
CEBR6,CEB         PNB,Utilities,Utilidades Públicas,12.609756,2.2475004,0.18868,0.1589,2235981036.296482,31.020000457763672,Small Caps,35,2.460000055335224,36.90000083002836,15.93,32.0,Baixo,🟢,31.200000762939453,-0.5769240409429491
BMEB4,MERCANTIL   PN  ED  N1,Financial Services,Serviços Financeiros,12.699387,3.7716944,0.30315,0.0231,10215874809.326263,82.80000305175781,Mid Caps,35,6.519999985177066,97.79999977765598,15.34,32.0,Médio,🟡,87.25,-5.100283035234599
CEBR3,CEB         ON,Utilities,Utilidades Públicas,12.715447,2.2663383,0.18868,0.1436,2328685351.198328,31.280000686645508,Small Caps,35,2.4600000838858054,36.900001258287084,15.23,32.0,Baixo,🟢,31.520000457763672,-0.7614205825909177
CXSE3,CAIXA SEGURION      NM,Financial Services,Serviços Financeiros,12.916084,4.088997,0.32463002,0.0723,55409997940.06348,18.469999313354492,Blue Chips,50,1.429999937547208,21.44999906320812,13.89,40.0,Baixo,🟢,18.06999969482422,2.2136116507231884
BMOB3,BEMOBI TECH ON      NM,Communication Services,Comunicação,13.170455,1.7218839,0.13066,0.1,1956019986.7519379,23.18000030517578,Small Caps,15,1.7599999624292235,26.399999436438353,12.2,16.0,Baixo,🟢,24.540000915527344,-5.541974570551222
MULT3,MULTIPLAN   ON      N2,Real Estate,Imobiliário,13.373914,2.3894973,0.19108,0.040999999999999995,15069078770.367386,30.760000228881836,Mid Caps,35,2.2999998526147123,34.499997789220686,10.84,28.0,Baixo,🟢,33.130001068115234,-7.153639489357939
ALPA3,ALPARGATAS  ON      N1,Consumer Cyclical,Consumo Cíclico,13.936708,1.8177315,0.15432,0.0446,7463576993.366873,11.010000228881836,Small Caps,20,0.7900000652149587,11.850000978224381,7.09,22.0,Baixo,🟢,11.020000457763672,-0.09074617483151466
